,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
155,,42,17,"11,4","5,4",228,–,12 000,"0,11",,62302-2RS1,–,,,"23,7",–,–,"36,3",1,"20,6","23,6","36,4",1,"0,03",12
156,,52,7,"4,49","3,75","0,16",–,7 500,34,▶,61808-2RS1,–,,,–,"42,1",–,"49,3","0,3",42,42,50,"0,3",15,15
157,17,26,5,"2,03","1,27",54,–,16 000,"0,0082",▶,61803-2RS1,–,,17,"19,8",–,–,"24,2","0,3",18,"18,6",24,"0,3",15,14
158,,26,5,"2,03","1,27",54,56 000,28 000,"0,0082",,61803-2RZ,–,,,"19,8",–,–,"24,2","0,3",19,"19,6",24,"0,3",15,14
159,,26,5,"2,03","1,27",54,56 000,28 000,"0,0082",▶,61803-2Z,–,,,"19,8",–,–,"24,2","0,3",19,"19,6",24,"0,3",15,14
160,,26,5,"2,03","1,27",54,56 000,34 000,"0,0075",▶,61803,–,,,"19,8",–,"23,3",–,"0,3",19,–,24,"0,3",15,14
161,,30,7,"4,62","2,55",108,–,14 000,17,▶,61903-2RS1,–,,,–,"19,4",–,"27,7","0,3",19,"19,3",28,"0,3","0,02",15
162,,30,7,"4,62","2,55",108,50 000,26 000,17,▶,61903-2Z,–,,,"20,4",–,–,"27,7","0,3",19,"20,3",28,"0,3","0,02",15
163,,30,7,"4,62","2,55",108,50 000,26 000,18,,61903-2RZ,–,,,"20,4",–,–,"27,7","0,3",19,"20,3",28,"0,3","0,02",15
164,,30,7,"4,62","2,55",108,50 000,32 000,16,▶,61903,–,,,"20,4",–,–,"27,7","0,3",19,–,28,"0,3","0,02",15
165,,35,8,"6,37","3,25",137,45 000,22 000,32,▶,16003-2Z,–,,,23,–,–,"31,2","0,3",19,"22,6",33,"0,3","0,02",14
166,,35,8,"6,37","3,25",137,45 000,28 000,31,▶,16003,–,,,23,–,–,"31,2","0,3",19,–,33,"0,3","0,02",14
167,,35,10,"6,37","3,25",137,45 000,28 000,38,▶,6003,–,,,23,–,–,"31,2","0,3",19,–,33,"0,3",25,14
168,,35,10,"6,37","3,25",137,–,13 000,39,▶,6003-2RSH,6003-RSH,,,–,"20,4",–,"31,2","0,3",19,"20,5",33,"0,3",25,14
169,,35,10,"6,37","3,25",137,45 000,22 000,39,▶,6003-2RSL,6003-RSL,,,–,"20,4",–,"31,2","0,3",19,"20,5",33,"0,3",25,14
170,,35,10,"6,37","3,25",137,45 000,22 000,41,▶,6003-2Z,6003-Z,,,23,–,–,"31,2","0,3",19,"22,9",33,"0,3",25,14
171,,35,14,"6,05","3,25",137,–,13 000,52,,63003-2RS1,–,,,23,–,–,"31,2","0,3",19,"22,9",33,"0,3",25,14
172,,40,12,"9,95","4,75","0,2",38 000,24 000,65,▶,6203,–,,15,"20,5",–,–,"28,2","0,3",17,"20,4",30,"0,3",25,14
173,,40,12,"9,95","4,75","0,2",–,12 000,67,▶,6203-2RSH,6203-RSH,,cont,"20,5",–,–,"28,2","0,3",17,"20,4",30,"0,3",25,14
174,,40,12,"9,95","4,75","0,2",38 000,19 000,67,▶,6203-2RSL,6203-RSL,,,"21,7",–,–,"30,5","0,6","19,2",–,"30,8","0,6",25,13
175,,40,12,"9,95","4,75","0,2",38 000,19 000,68,▶,6203-2Z,6203-Z,,,–,"18,6",–,"30,5","0,6","19,2","19,4","31,3","0,6",25,13
176,,40,12,"11,4","5,4",228,38 000,24 000,64,,6203 ETN9,–,,,–,"18,6",–,"30,5","0,6","19,2","19,4","30,8","0,6",25,13
177,,40,16,"9,56","4,75","0,2",–,12 000,89,,62203-2RS1,–,,,"21,7",–,–,"30,5","0,6","19,2","21,6","30,8","0,6",25,13
178,17,47,14,"14,3","6,55",275,34 000,22 000,"0,11",▶,6303,–,,17,"26,5",–,–,"39,6",1,"22,6",–,"41,4",1,"0,03",12
179,cont.,47,14,"14,3","6,55",275,–,11 000,"0,12",▶,6303-2RSH,6303-RSH,,cont,–,"23,4",–,"39,6",1,"22,6","23,5","41,4",1,"0,03",12
180,,47,14,"14,3","6,55",275,34 000,17 000,"0,12",,6303-2RSL,6303-RSL,,,–,"23,4",–,"39,6",1,"22,6","23,5","41,4",1,"0,03",12
181,,47,14,"14,3","6,55",275,34 000,17 000,"0,12",▶,6303-2Z,6303-Z,,,"26,5",–,–,"39,6",1,"22,6","26,4","41,4",1,"0,03",12
182,,47,19,"13,5","6,55",275,–,11 000,"0,16",,62303-2RS1,–,,,"26,5",–,–,"39,6",1,"22,6","26,4","41,4",1,"0,03",12
183,,62,17,"22,9","10,8",455,28 000,18 000,"0,27",,6403,–,,,"32,4",–,–,"48,7","1,1","23,5",–,55,1,35,11
184,20,32,7,"4,03","2,32",104,–,13 000,18,▶,61804-2RS1,–,,20,"23,8",–,–,"29,4","0,6",22,"23,6",30,"0,3",15,15
185,,32,7,"4,03","2,32",104,45 000,22 000,18,▶,61804-2RZ,–,,,"23,8",–,–,"29,4","0,6",22,"23,6",30,"0,3",15,15
186,,32,7,"4,03","2,32",104,45 000,28 000,18,▶,61804,–,,,"23,8",–,"28,3",–,"0,3",22,–,30,"0,3",15,15
187,,37,9,"6,37","3,65",156,–,12 000,38,▶,61904-2RS1,–,,,"25,5",–,–,"32,7","0,3",22,23,35,"0,3","0,02",15
188,,37,9,"6,37","3,65",156,43 000,20 000,38,▶,61904-2RZ,–,,,"25,5",–,–,"32,7","0,3",22,"25,5",35,"0,3","0,02",15
189,,37,9,"6,37","3,65",156,43 000,26 000,37,▶,61904,–,,,"25,5",–,–,"32,7","0,3",22,–,35,"0,3","0,02",15
190,,42,8,"7,28","4,05",173,38 000,24 000,51,▶,16004,–,,,"27,2",–,–,"37,2","0,3",22,–,40,"0,3","0,02",15
191,,42,12,"9,95",5,212,38 000,24 000,67,▶,6004,–,,,"27,2",–,–,"37,2","0,6","23,2",–,"38,8","0,6",25,14
192,,42,12,"9,95",5,212,–,11 000,67,▶,6004-2RSH,6004-RSH,,,–,"24,6",–,"37,2","0,6","23,2","24,5","38,8","0,6",25,14
193,,42,12,"9,95",5,212,38 000,19 000,69,▶,6004-2RSL,6004-RSL,,,–,"24,6",–,"37,2","0,6","23,2","24,5","38,8","0,6",25,14
194,,42,12,"9,95",5,212,38 000,19 000,71,▶,6004-2Z,6004-Z,,,"27,2",–,–,"37,2","0,6","23,2","27,1","38,8","0,6",25,14
195,,42,16,"9,36",5,212,–,11 000,86,,63004-2RS1,–,,,"27,2",–,–,"37,2","0,6","23,2","27,1","38,8","0,6",25,14
196,,47,14,"13,5","6,55","0,28",32 000,20 000,"0,11",▶,6204,–,,,"28,8",–,–,"40,6",1,"25,6",–,"41,4",1,25,13
197,,47,14,"13,5","6,55","0,28",–,10 000,"0,11",▶,6204-2RSH,6204-RSH,,,–,26,–,"40,6",1,"25,6",26,"41,4",1,25,13
198,,47,14,"13,5","6,55","0,28",32 000,17 000,"0,11",▶,6204-2RSL,6204-RSL,,,–,26,–,"40,6",1,"25,6",26,"41,4",1,25,13
199,,47,14,"13,5","6,55","0,28",32 000,17 000,"0,11",▶,6204-2Z,6204-Z,,,"28,8",–,–,"40,6",1,"25,6","28,7","41,4",1,25,13
200,,47,14,"15,6","7,65",325,32 000,20 000,98,,6204 ETN9,–,,,"28,2",–,"39,6",–,1,"25,6",–,"41,4",1,25,12
201,,47,18,"12,7","6,55","0,28",–,10 000,"0,13",,62204-2RS1,–,,,"28,8",–,–,"40,6",1,"25,6","28,7","41,4",1,25,13
202,,52,15,"15,9","7,8",335,30 000,15 000,"0,15",▶,6304-2RSL,6304-RSL,,,–,"26,9",–,"44,8","1,1",27,27,45,1,"0,03",12
203,,52,15,"16,8","7,8",335,30 000,19 000,"0,14",▶,6304,–,,,"30,3",–,–,"44,8","1,1",27,–,45,1,"0,03",12
204,,52,15,"16,8","7,8",335,–,9 500,"0,15",▶,6304-2RSH,6304-RSH,,,–,"26,9",–,"44,8","1,1",27,"27,3",45,1,"0,03",12
205,,52,15,"16,8","7,8",335,30 000,15 000,"0,15",▶,6304-2Z,6304-Z,,,"30,3",–,–,"44,8","1,1",27,"30,3",45,1,"0,03",12
206,,52,15,"18,2",9,"0,38",30 000,19 000,"0,14",,6304 ETN9,–,,,"30,3",–,"42,6",–,"1,1",27,–,45,1,"0,03",12
207,,52,21,"15,9","7,8",335,–,9 500,"0,21",,62304-2RS1,–,,,"30,3",–,–,"44,8","1,1",27,"30,3",45,1,"0,03",12
208,,72,19,"30,7",15,"0,64",24 000,15 000,"0,41",,6404,–,,,"37,1",–,"54,8",–,"1,1",29,–,63,1,35,11
209,22,50,14,14,"7,65",325,–,9 000,"0,12",,62/22-2RS1,–,,22,"32,2",–,–,44,1,"27,6",32,"44,4",1,25,14
210,,50,14,14,"7,65",325,30 000,19 000,"0,12",,62/22,–,,,"32,2",–,–,44,1,"27,6",–,"44,4",1,25,14
211,,56,16,"18,6","9,3","0,39",28 000,18 000,"0,18",,63/22,–,,,"32,9",–,"45,3",–,"1,1",29,–,47,1,"0,03",12
212,17,47,14,"14,3","6,55",275,34 000,22 000,"0,11",▶,6303,–,,17,"26,5",–,–,"39,6",1,"22,6",–,"41,4",1,"0,03",12
213,cont.,47,14,"14,3","6,55",275,–,11 000,"0,12",▶,6303-2RSH,6303-RSH,,cont,–,"23,4",–,"39,6",1,"22,6","23,5","41,4",1,"0,03",12
214,,47,14,"14,3","6,55",275,34 000,17 000,"0,12",,6303-2RSL,6303-RSL,,,–,"23,4",–,"39,6",1,"22,6","23,5","41,4",1,"0,03",12
215,,47,14,"14,3","6,55",275,34 000,17 000,"0,12",▶,6303-2Z,6303-Z,,,"26,5",–,–,"39,6",1,"22,6","26,4","41,4",1,"0,03",12
216,,47,19,"13,5","6,55",275,–,11 000,"0,16",,62303-2RS1,–,,,"26,5",–,–,"39,6",1,"22,6","26,4","41,4",1,"0,03",12
217,,62,17,"22,9","10,8",455,28 000,18 000,"0,27",,6403,–,,,"32,4",–,–,"48,7","1,1","23,5",–,55,1,35,11
218,20,32,7,"4,03","2,32",104,–,13 000,18,▶,61804-2RS1,–,,20,"23,8",–,–,"29,4","0,6",22,"23,6",30,"0,3",15,15
219,,32,7,"4,03","2,32",104,45 000,22 000,18,▶,61804-2RZ,–,,,"23,8",–,–,"29,4","0,6",22,"23,6",30,"0,3",15,15
220,,32,7,"4,03","2,32",104,45 000,28 000,18,▶,61804,–,,,"23,8",–,"28,3",–,"0,3",22,–,30,"0,3",15,15
221,,37,9,"6,37","3,65",156,–,12 000,38,▶,61904-2RS1,–,,,"25,5",–,–,"32,7","0,3",22,23,35,"0,3","0,02",15
222,,37,9,"6,37","3,65",156,43 000,20 000,38,▶,61904-2RZ,–,,,"25,5",–,–,"32,7","0,3",22,"25,5",35,"0,3","0,02",15
223,,37,9,"6,37","3,65",156,43 000,26 000,37,▶,61904,–,,,"25,5",–,–,"32,7","0,3",22,–,35,"0,3","0,02",15
224,,42,8,"7,28","4,05",173,38 000,24 000,51,▶,16004,–,,,"27,2",–,–,"37,2","0,3",22,–,40,"0,3","0,02",15
225,,42,12,"9,95",5,212,38 000,24 000,67,▶,6004,–,,,"27,2",–,–,"37,2","0,6","23,2",–,"38,8","0,6",25,14
226,,42,12,"9,95",5,212,–,11 000,67,▶,6004-2RSH,6004-RSH,,,–,"24,6",–,"37,2","0,6","23,2","24,5","38,8","0,6",25,14
227,,42,12,"9,95",5,212,38 000,19 000,69,▶,6004-2RSL,6004-RSL,,,–,"24,6",–,"37,2","0,6","23,2","24,5","38,8","0,6",25,14
228,,42,12,"9,95",5,212,38 000,19 000,71,▶,6004-2Z,6004-Z,,,"27,2",–,–,"37,2","0,6","23,2","27,1","38,8","0,6",25,14
229,,42,16,"9,36",5,212,–,11 000,86,,63004-2RS1,–,,,"27,2",–,–,"37,2","0,6","23,2","27,1","38,8","0,6",25,14
230,,47,14,"13,5","6,55","0,28",32 000,20 000,"0,11",▶,6204,–,,,"28,8",–,–,"40,6",1,"25,6",–,"41,4",1,25,13
231,,47,14,"13,5","6,55","0,28",–,10 000,"0,11",▶,6204-2RSH,6204-RSH,,,–,26,–,"40,6",1,"25,6",26,"41,4",1,25,13
232,,47,14,"13,5","6,55","0,28",32 000,17 000,"0,11",▶,6204-2RSL,6204-RSL,,,–,26,–,"40,6",1,"25,6",26,"41,4",1,25,13
233,,47,14,"13,5","6,55","0,28",32 000,17 000,"0,11",▶,6204-2Z,6204-Z,,,"28,8",–,–,"40,6",1,"25,6","28,7","41,4",1,25,13
234,,47,14,"15,6","7,65",325,32 000,20 000,98,,6204 ETN9,–,,,"28,2",–,"39,6",–,1,"25,6",–,"41,4",1,25,12
235,,47,18,"12,7","6,55","0,28",–,10 000,"0,13",,62204-2RS1,–,,,"28,8",–,–,"40,6",1,"25,6","28,7","41,4",1,25,13
236,,52,15,"15,9","7,8",335,30 000,15 000,"0,15",▶,6304-2RSL,6304-RSL,,,–,"26,9",–,"44,8","1,1",27,27,45,1,"0,03",12
237,,52,15,"16,8","7,8",335,30 000,19 000,"0,14",▶,6304,–,,,"30,3",–,–,"44,8","1,1",27,–,45,1,"0,03",12
238,,52,15,"16,8","7,8",335,–,9 500,"0,15",▶,6304-2RSH,6304-RSH,,,–,"26,9",–,"44,8","1,1",27,"27,3",45,1,"0,03",12
239,,52,15,"16,8","7,8",335,30 000,15 000,"0,15",▶,6304-2Z,6304-Z,,,"30,3",–,–,"44,8","1,1",27,"30,3",45,1,"0,03",12
240,,52,15,"18,2",9,"0,38",30 000,19 000,"0,14",,6304 ETN9,–,,,"30,3",–,"42,6",–,"1,1",27,–,45,1,"0,03",12
241,,52,21,"15,9","7,8",335,–,9 500,"0,21",,62304-2RS1,–,,,"30,3",–,–,"44,8","1,1",27,"30,3",45,1,"0,03",12
242,,72,19,"30,7",15,"0,64",24 000,15 000,"0,41",,6404,–,,,"37,1",–,"54,8",–,"1,1",29,–,63,1,35,11
243,22,50,14,14,"7,65",325,–,9 000,"0,12",,62/22-2RS1,–,,22,"32,2",–,–,44,1,"27,6",32,"44,4",1,25,14
244,,50,14,14,"7,65",325,30 000,19 000,"0,12",,62/22,–,,,"32,2",–,–,44,1,"27,6",–,"44,4",1,25,14
245,,56,16,"18,6","9,3","0,39",28 000,18 000,"0,18",,63/22,–,,,"32,9",–,"45,3",–,"1,1",29,–,47,1,"0,03",12
246,25,37,7,"4,36","2,6",125,–,11 000,22,▶,61805-2RS1,–,,25,–,"27,4",–,"34,2","0,6",27,"27,3",35,"0,3",15,14
247,,37,7,"4,36","2,6",125,38 000,19 000,22,▶,61805-2RZ,–,,,"28,5",–,–,"34,2","0,3",27,"28,4",35,"0,3",15,14
248,,37,7,"4,36","2,6",125,38 000,24 000,22,▶,61805,–,,,"28,5",–,"33,2",–,"0,6",27,–,35,"0,3",15,14
249,,42,9,"7,02","4,3",193,–,10 000,45,▶,61905-2RS1,–,,,"30,2",–,–,"37,7","0,6",27,29,40,"0,3","0,02",15
250,,42,9,"7,02","4,3",193,36 000,18 000,45,▶,61905-2RZ,–,,,"30,2",–,–,"37,7","0,6",27,29,40,"0,3","0,02",15
251,,42,9,"7,02","4,3",193,36 000,22 000,45,▶,61905,–,,,"30,2",–,–,"37,7","0,6",27,–,40,"0,3","0,02",15
252,,47,8,"8,06","4,75",212,32 000,20 000,55,▶,16005,–,,,"33,3",–,–,"42,4","0,3",27,–,45,"0,3","0,02",15
253,,47,12,"11,9","6,55",275,32 000,20 000,78,▶,6005,–,,,32,–,–,"42,2","0,6","28,2",–,"43,8","0,6",25,14
254,,47,12,"11,9","6,55",275,–,9 500,81,▶,6005-2RSH,6005-RSH,,,–,"29,4",–,"42,2","0,6","28,2","29,5","43,8","0,6",25,14
255,,47,12,"11,9","6,55",275,32 000,16 000,"0,08",▶,6005-2RSL,6005-RSL,,,–,"29,4",–,"42,2","0,6","28,2","29,5","43,8","0,6",25,14
256,,47,12,"11,9","6,55",275,32 000,16 000,83,▶,6005-2Z,6005-Z,,,32,–,–,"42,2","0,6","28,2","31,9","43,8","0,6",25,14
257,,47,16,"11,2","6,55",275,–,9 500,"0,11",,63005-2RS1,–,,,32,–,–,"42,2","0,6","29,2","31,9","43,8","0,6",25,14
258,,52,15,"14,8","7,8",335,28 000,18 000,"0,13",▶,6205,–,,,"34,3",–,–,"46,3",1,"30,6",–,"46,4",1,25,14
259,,52,15,"14,8","7,8",335,–,8 500,"0,13",▶,6205-2RSH,6205-RSH,,,–,"31,3",–,"46,3",1,"30,6","31,5","46,4",1,25,14
260,,52,15,"14,8","7,8",335,28 000,14 000,"0,13",▶,6205-2RSL,6205-RSL,,,–,"31,3",–,"46,3",1,"30,6","31,5","46,4",1,25,14
261,,52,15,"14,8","7,8",335,28 000,14 000,"0,13",▶,6205-2Z,6205-Z,,,"34,3",–,–,"46,3",1,"30,6","34,3","46,4",1,25,14
262,,52,15,"17,8","9,3","0,4",28 000,18 000,"0,12",,6205 ETN9,–,,,"33,1",–,–,"46,3",1,"30,6",–,"46,4",1,25,13
263,,52,18,14,"7,8",335,–,8 500,"0,13",,62205-2RS1,–,,,"34,3",–,–,"46,3",1,"30,6","34,3","46,4",1,25,14
264,,62,17,"23,4","11,6","0,49",24 000,16 000,"0,23",▶,6305,–,,,"36,6",–,–,"52,7","1,1",32,–,55,1,"0,03",12
265,,62,17,"23,4","11,6","0,49",–,7 500,"0,24",▶,6305-2RSH,6305-RSH,,,–,33,–,"52,7","1,1",32,33,55,1,"0,03",12
266,,62,17,"23,4","11,6","0,49",24 000,13 000,"0,23",,6305-2RZ,6305-RZ,,,"36,6",–,–,"52,7","1,1",32,"36,5",55,1,"0,03",12
267,,62,17,"23,4","11,6","0,49",24 000,13 000,"0,23",▶,6305-2Z,6305-Z,,,"36,6",–,–,"52,7","1,1",32,"36,5",55,1,"0,03",12
268,,62,17,26,"13,4","0,57",24 000,16 000,"0,22",,6305 ETN9,–,,,"36,3",–,"51,7",–,"1,1",32,–,55,1,"0,03",12
269,,62,24,"22,5","11,6","0,49",–,7 500,"0,32",,62305-2RS1,–,,,"36,6",–,–,"52,7","1,1",32,"36,5",55,1,"0,03",12
270,,80,21,"35,8","19,3",815,20 000,13 000,"0,54",,6405,–,,,"45,4",–,"62,9",–,"1,5",34,–,71,"1,5",35,12
271,28,58,16,"16,8","9,5",405,26 000,16 000,"0,17",,62/28,–,,28,37,–,–,"51,5",1,"33,6",–,52,1,25,14
272,,68,18,"25,1","13,7",585,22 000,14 000,"0,3",,63/28,–,,,"41,7",–,–,"57,8","1,1",35,–,61,1,"0,03",13
273,30,42,7,"4,49","2,9",146,–,9 500,25,▶,61806-2RS1,–,,30,–,"32,6",–,"39,4","0,6",32,"32,5",40,"0,3",15,14
274,,42,7,"4,49","2,9",146,32 000,16 000,25,▶,61806-2RZ,–,,,"33,7",–,–,"39,4","0,6",32,"33,6",40,"0,3",15,14
275,,42,7,"4,49","2,9",146,32 000,20 000,25,▶,61806,–,,,"33,7",–,"38,4",–,"0,3",32,–,40,"0,3",15,14
276,,47,9,"7,28","4,55",212,–,8 500,51,▶,61906-2RS1,–,,,–,"34,2",–,"42,7","0,3",32,34,45,"0,3","0,02",14
277,,47,9,"7,28","4,55",212,30 000,15 000,51,▶,61906-2RZ,–,,,"35,2",–,–,"42,7","0,3",32,"35,1",45,"0,3","0,02",14
278,,47,9,"7,28","4,55",212,30 000,19 000,49,▶,61906,–,,,"35,2",–,–,"42,7","0,3",32,–,45,"0,3","0,02",14
279,30,55,9,"11,9","7,35","0,31",28 000,17 000,89,▶,16006,,–,30,"37,7",–,"47,3",–,"0,3",32,–,53,"0,3","0,02",15
280,cont,55,13,"13,8","8,3",355,28 000,17 000,"0,12",▶,6006,,–,cont,"38,2",–,–,49,1,"34,6",–,50,1,25,15
281,,55,13,"13,8","8,3",355,–,8 000,"0,12",▶,6006-2RS1,,6006-RS1,,"38,2",–,–,49,1,"34,6","38,1",50,1,25,15
282,,55,13,"13,8","8,3",355,28 000,14 000,"0,12",▶,6006-2RZ,,6006-RZ,,"38,2",–,–,49,1,"34,6","38,1",50,1,25,15
283,,55,13,"13,8","8,3",355,28 000,14 000,"0,12",▶,6006-2Z,,6006-Z,,"38,2",–,–,49,1,"34,6","38,1",50,1,25,15
284,,55,19,"13,3","8,3",355,–,8 000,"0,17",,63006-2RS1,,–,,"38,2",–,–,49,1,"34,6","38,1",50,1,25,15
285,,62,16,"20,3","11,2",475,24 000,15 000,"0,2",▶,6206,,–,,"40,3",–,–,"54,1",1,"35,6",–,56,1,25,14
286,,62,16,"20,3","11,2",475,–,7 500,"0,21",▶,6206-2RSH,,6206-RSH,,–,"37,3",–,"54,1",1,"35,6","37,3",56,1,25,14
287,,62,16,"20,3","11,2",475,24 000,12 000,"0,2",▶,6206-2RZ,,6206-RZ,,"40,3",–,–,"54,1",1,"35,6","40,3",56,1,25,14
288,,62,16,"20,3","11,2",475,24 000,12 000,"0,21",▶,6206-2Z,,6206-Z,,"40,3",–,–,"54,1",1,"35,6","40,3",56,1,25,14
289,,62,16,"23,4","12,9","0,54",24 000,15 000,"0,18",,6206 ETN9,,–,,"39,5",–,"52,9",–,1,"35,6",–,56,1,25,13
290,,62,20,"19,5","11,2",475,–,7 500,"0,25",,62206-2RS1,,–,,"40,3",–,–,"54,1",1,"35,6","40,3",56,1,25,14
291,,72,19,"29,6",16,"0,67",20 000,13 000,"0,35",▶,6306,,–,,"44,6",–,–,"61,9","1,1",37,–,65,1,"0,03",13
292,,72,19,"29,6",16,"0,67",–,6 300,"0,35",▶,6306-2RSH,▶,6306-RSH,,–,"41,1",–,"63,2","1,1",37,"40,8",65,1,"0,03",13
293,,72,19,"29,6",16,"0,67",20 000,11 000,"0,36",,6306-2RZ,,6306-RZ,,"44,6",–,–,"61,9","1,1",37,"44,5",65,1,"0,03",13
294,,72,19,"29,6",16,"0,67",20 000,11 000,"0,36",▶,6306-2Z,,6306-Z,,"44,6",–,–,"61,9","1,1",37,"44,5",65,1,"0,03",13
295,,72,19,"32,5","17,3",735,22 000,14 000,"0,33",,6306 ETN9,,–,,"42,3",–,"59,6",–,"1,1",37,–,65,1,"0,03",12
296,,72,27,"28,1",16,"0,67",–,6 300,"0,5",,62306-2RS1,,–,,"44,6",–,–,"61,9","1,1",37,"44,5",65,1,"0,03",13
297,,90,23,"43,6","23,6",1,18 000,11 000,"0,75",,6406,,–,,"50,3",–,"69,7",–,"1,5",41,–,79,"1,5",35,12
298,35,47,7,"4,36","3,35","0,14",–,8 500,22,▶,61807-2RS1,,–,35,"38,2",–,–,"44,4","0,3",37,38,45,"0,3",15,14
299,,47,7,"4,36","3,35","0,14",30 000,15 000,"0,03",▶,61807-2RZ,,–,,"38,2",–,–,"44,4","0,3",37,38,45,"0,3",15,14
300,,47,7,"4,36","3,35","0,14",30 000,18 000,29,▶,61807,,–,,"38,2",–,"42,8",–,"0,3",37,–,45,"0,3",15,14
301,,55,10,"10,8","7,8",325,–,7 500,"0,08",▶,61907-2RS1,,–,,"42,2",–,–,"52,2","0,6","38,2","41,5",51,"0,6","0,02",16
302,,55,10,"10,8","7,8",325,26 000,13 000,"0,08",▶,61907-2RZ,,–,,"42,2",–,–,"52,2","0,6","38,2","41,5",51,"0,6","0,02",16
303,,55,10,"10,8","7,8",325,26 000,16 000,"0,08",▶,61907,,–,,"42,2",–,–,"52,2","0,6","38,2",–,51,"0,6","0,02",16
304,,62,9,13,"8,15",375,24 000,15 000,"0,11",▶,16007,,–,,44,–,53,–,"0,3",37,–,60,"0,3","0,02",14
305,,62,14,"16,8","10,2","0,44",24 000,15 000,"0,15",▶,6007,,–,,"43,7",–,–,"55,7",1,"39,6",–,57,1,25,15
306,,62,14,"16,8","10,2","0,44",–,7 000,"0,16",▶,6007-2RS1,,6007-RS1,,"43,7",–,–,"55,7",1,"39,6","43,7",57,1,25,15
307,,62,14,"16,8","10,2","0,44",24 000,12 000,"0,16",,6007-2RZ,,6007-RZ,,"43,7",–,–,"55,7",1,"39,6","43,7",57,1,25,15
308,,62,14,"16,8","10,2","0,44",24 000,12 000,"0,16",▶,6007-2Z,,6007-Z,,"43,7",–,–,"55,7",1,"39,6","43,7",57,1,25,15
309,,62,20,"15,9","10,2","0,44",–,7 000,"0,22",,63007-2RS1,,–,,"43,7",–,–,"55,7",1,"39,6","43,7",57,1,25,15
310,,72,17,27,"15,3",655,20 000,13 000,"0,29",▶,6207,,–,,"46,9",–,–,"62,7","1,1",42,–,65,1,25,14
