,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
311,,72,17,27,"15,3",655,–,6 300,"0,3",▶,6207-2RSH,▶,6207-RSH,,–,"43,5",–,"64,1","1,1",42,"43,2",65,1,25,14
312,35,72,17,"31,2","17,6","0,75",20 000,13 000,"0,26",,6207 ETN9,,–,35,"46,1",–,"61,7",–,"1,1",42,–,65,1,25,13
313,cont,72,23,"25,5","15,3",655,–,6 300,"0,4",,62207-2RS1,,–,cont,"46,9",–,–,"62,7","1,1",42,"46,8",65,1,25,14
314,,80,21,"35,1",19,815,19 000,12 000,"0,46",▶,6307,,–,,"49,5",–,–,"69,2","1,5",44,–,71,"1,5","0,03",13
315,,80,21,"35,1",19,815,19 000,17 000,"0,54",,6307 M,,–,,"49,5",–,–,"69,2","1,5",44,–,71,"1,5","0,03",13
316,,80,21,"35,1",19,815,–,6 000,"0,46",▶,6307-2RSH,▶,6307-RSH,,–,"45,9",–,"70,2","1,5",44,"45,6",71,"1,5","0,03",13
317,,80,21,"35,1",19,815,19 000,9 500,"0,48",▶,6307-2Z,,6307-Z,,"49,5",–,–,"69,2","1,5",44,"49,5",71,"1,5","0,03",13
318,,80,31,"33,2",19,815,–,6 000,"0,68",,62307-2RS1,,–,,"49,5",–,–,"69,2","1,5",44,"49,5",71,"1,5","0,03",13
319,,100,25,"55,3",31,"1,29",16 000,10 000,"0,97",,6407,,–,,"57,4",–,"79,6",–,"1,5",46,–,89,"1,5",35,12
320,40,52,7,"4,49","3,75","0,16",26 000,13 000,34,▶,61808-2RZ,,–,40,"43,2",–,–,"49,3","0,3",42,43,50,"0,3",15,15
321,,52,7,"4,49","3,75","0,16",26 000,16 000,32,▶,61808,,–,,"43,2",–,"48,1",–,"0,3",42,–,50,"0,3",15,15
322,,62,12,"13,8",10,425,–,6 700,"0,12",▶,61908-2RS1,,–,,"46,9",–,–,"57,3","0,6","43,2","46,8",58,"0,6","0,02",16
323,,62,12,"13,8",10,425,24 000,12 000,"0,12",▶,61908-2RZ,,–,,"46,9",–,–,"57,3","0,6","43,2","46,8",58,"0,6","0,02",16
324,,62,12,"13,8",10,425,24 000,14 000,"0,12",▶,61908,,–,,"46,9",–,"55,6",–,"0,6","43,2",–,58,"0,6","0,02",16
325,,68,9,"13,8","10,2","0,44",22 000,14 000,"0,13",▶,16008,,–,,"49,4",–,"58,6",–,"0,3",42,–,66,"0,3","0,02",16
326,,68,15,"17,8",11,"0,49",22 000,14 000,"0,19",▶,6008,,–,,"49,2",–,–,"61,1",1,"44,6",–,63,1,25,15
327,,68,15,"17,8",11,"0,49",–,6 300,"0,2",▶,6008-2RS1,,6008-RS1,,"49,2",–,–,"61,1",1,"44,6","49,2",63,1,25,15
328,,68,15,"17,8",11,"0,49",22 000,11 000,"0,2",,6008-2RZ,,6008-RZ,,"49,2",–,–,"61,1",1,"44,6","49,2",63,1,25,15
329,,68,15,"17,8",11,"0,49",22 000,11 000,"0,2",▶,6008-2Z,,6008-Z,,"49,2",–,–,"61,1",1,"44,6","49,2",63,1,25,15
330,,68,21,"16,8",11,"0,49",–,6 300,"0,27",,63008-2RS1,,–,,"49,2",–,–,"61,1",1,"44,6","49,2",63,1,25,15
331,,80,18,"32,5",19,"0,8",18 000,11 000,"0,37",▶,6208,,–,,"52,6",–,–,"69,8","1,1",47,–,73,1,25,14
332,,80,18,"32,5",19,"0,8",–,5 600,"0,37",▶,6208-2RSH,▶,6208-RSH,,–,"49,1",–,"71,5","1,1",47,"48,8",73,1,25,14
333,,80,18,"32,5",19,"0,8",18 000,9 000,"0,38",,6208-2RZ,,6208-RZ,,"52,6",–,–,"69,8","1,1",47,52,73,1,25,14
334,,80,18,"32,5",19,"0,8",18 000,9 000,"0,38",▶,6208-2Z,,6208-Z,,"52,6",–,–,"69,8","1,1",47,52,73,1,25,14
335,,80,18,"35,8","20,8","0,88",18 000,11 000,"0,34",,6208 ETN9,,–,,52,–,"68,8",–,"1,1",47,–,73,1,25,13
336,,80,23,"30,7",19,"0,8",–,5 600,"0,47",,62208-2RS1,,–,,"52,6",–,–,"69,8","1,1",47,52,73,1,25,14
337,,90,23,"42,3",24,"1,02",17 000,11 000,"0,63",▶,6308,,–,,"56,1",–,–,"77,7","1,5",49,–,81,"1,5","0,03",13
338,,90,23,"42,3",24,"1,02",–,5 000,"0,64",▶,6308-2RSH,▶,6308-RSH,,–,"52,3",–,"78,6","1,5",49,52,81,"1,5","0,03",13
339,,90,23,"42,3",24,"1,02",17 000,8 500,"0,65",▶,6308-2RZ,,6308-RZ,,"56,1",–,–,"77,7","1,5",49,56,81,"1,5","0,03",13
340,,90,23,"42,3",24,"1,02",17 000,8 500,"0,65",▶,6308-2Z,,6308-Z,,"56,1",–,–,"77,7","1,5",49,56,81,"1,5","0,03",13
341,,90,33,41,24,"1,02",–,5 000,"0,92",,62308-2RS1,,–,,"56,1",–,–,"77,7","1,5",49,56,81,"1,5","0,03",13
342,,110,27,"63,7","36,5","1,53",14 000,9 000,"1,25",,6408,,–,,"62,8",–,87,–,2,53,–,97,2,35,12
343,45,58,7,"6,63","6,1","0,26",–,6 700,"0,04",▶,61809-2RS1,,–,45,"48,2",–,–,"55,4","0,3",47,49,56,"0,3",15,17
344,,58,7,"6,63","6,1","0,26",22 000,11 000,"0,04",▶,61809-2RZ,,–,,"48,2",–,–,"55,4","0,3",47,49,56,"0,3",15,17
345,,58,7,"6,63","6,1","0,26",22 000,14 000,"0,04",▶,61809,,–,,"48,2",–,54,–,"0,3",47,–,56,"0,3",15,17
346,,68,12,14,"10,8",465,–,6 000,"0,14",▶,61909-2RS1,,–,,"52,4",–,–,"62,8","0,6","48,2",52,64,"0,6","0,02",16
347,,68,12,14,"10,8",465,20 000,10 000,"0,14",▶,61909-2RZ,,–,,"52,4",–,–,"62,8","0,6","48,2",52,64,"0,6","0,02",16
348,,68,12,14,"10,8",465,20 000,13 000,"0,14",▶,61909,,–,,"52,4",–,"61,2",–,"0,6","48,2",–,64,"0,6","0,02",16
349,,75,10,"16,5","10,8","0,52",20 000,12 000,"0,17",▶,16009,,–,,55,–,65,–,"0,6","48,2",–,71,"0,6","0,02",14
350,,75,16,"22,1","14,6","0,64",20 000,12 000,"0,24",▶,6009,,–,,"54,7",–,–,"67,8",1,51,–,69,1,25,15
351,,75,16,"22,1","14,6","0,64",–,5 600,"0,25",▶,6009-2RS1,,6009-RS1,,"54,7",–,–,"67,8",1,51,54,69,1,25,15
352,,75,16,"22,1","14,6","0,64",20 000,10 000,"0,25",▶,6009-2Z,,6009-Z,,"54,7",–,–,"67,8",1,51,54,69,1,25,15
353,,75,23,"20,8","14,6","0,64",–,5 600,"0,36",,63009-2RS1,,–,,"54,7",–,–,"67,8",1,51,54,69,1,25,15
354,,85,19,"35,1","21,6",915,17 000,11 000,"0,42",▶,6209,,–,,"57,6",–,–,"75,2","1,1",52,–,78,1,25,14
355,,85,19,"35,1","21,6",915,–,5 000,"0,42",▶,6209-2RSH,▶,6209-RSH,,–,"54,1",–,"76,5","1,1",52,53,78,1,25,14
356,,85,19,"35,1","21,6","0,92",17 000,8 500,"0,43",▶,6209-2Z,,6209-Z,,"57,6",–,–,"75,2","1,1",52,57,78,1,25,14
357,,85,23,"33,2","21,6",915,–,5 000,"0,51",,62209-2RS1,,–,,"57,6",–,–,"75,2","1,1",52,57,78,1,25,14
358,,100,25,"55,3","31,5","1,34",15 000,9 500,"0,84",▶,6309,,–,,"62,1",–,–,"86,7","1,5",54,–,91,"1,5","0,03",13
359,,100,25,"55,3","31,5","1,34",15 000,14 000,"0,85",,6309 M,,–,,"62,1",–,–,"86,7","1,5",54,–,91,"1,5","0,03",13
360,,100,25,"55,3","31,5","1,34",–,4 500,"0,85",▶,6309-2RSH,▶,6309-RSH,,–,"58,2",–,"87,5","1,5",54,57,91,"1,5","0,03",13
361,,100,25,"55,3","31,5","1,34",15 000,7 500,"0,87",▶,6309-2Z,,6309-Z,,"62,1",–,–,"86,7","1,5",54,62,91,"1,5","0,03",13
362,,100,36,"52,7","31,5","1,34",–,4 500,"1,2",,62309-2RS1,,–,,"62,1",–,–,"86,7","1,5",54,62,91,"1,5","0,03",13
363,,120,29,"76,1",45,"1,9",13 000,8 500,"1,55",,6409,,–,,"68,9",–,"95,9",–,2,58,–,107,2,35,12
364,50,65,7,"6,76","6,8",285,–,6 000,52,▶,61810-2RS1,,–,50,"54,6",–,–,"61,8","0,3",52,55,63,"0,3",15,17
365,,65,7,"6,76","6,8",285,20 000,10 000,52,▶,61810-2RZ,,–,,"54,6",–,–,"61,8","0,3",52,55,63,"0,3",15,17
366,,65,7,"6,76","6,8",285,20 000,13 000,52,▶,61810,,–,,"54,6",–,"60,3",–,"0,3",52,–,63,"0,3",15,17
367,,72,12,"14,6","11,8","0,5",–,5 600,"0,14",▶,61910-2RS1,,–,,"56,8",–,–,"67,3","0,6",54,56,68,"0,6","0,02",16
368,,72,12,"14,6","11,8","0,5",19 000,9 500,"0,14",▶,61910-2RZ,,–,,"56,8",–,–,"67,3","0,6",54,56,68,"0,6","0,02",16
369,,72,12,"14,6","11,8","0,5",19 000,12 000,"0,14",▶,61910,,–,,"56,8",–,"65,6",–,"0,6",54,–,68,"0,6","0,02",16
370,,80,10,"16,8","11,4","0,56",18 000,11 000,"0,18",▶,16010,,–,,60,–,70,–,"0,6",54,–,76,"0,6","0,02",14
371,,80,16,"22,9",16,"0,71",18 000,11 000,"0,26",▶,6010,,–,,"59,7",–,–,"72,8",1,55,–,75,1,25,15
372,,80,16,"22,9","15,6","0,71",–,5 000,"0,27",▶,6010-2RS1,,6010-RS1,,"59,7",–,–,"72,8",1,55,59,75,1,25,15
373,,80,16,"22,9","15,6","0,71",18 000,9 000,"0,27",,6010-2RZ,,6010-RZ,,"59,7",–,–,"72,8",1,55,59,75,1,25,15
374,,80,16,"22,9","15,6","0,71",18 000,9 000,"0,27",▶,6010-2Z,,6010-Z,,"59,7",–,–,"72,8",1,55,59,75,1,25,15
375,,80,23,"21,6","15,6","0,71",–,5 000,"0,38",,63010-2RS1,,–,,"59,7",–,–,"72,8",1,55,59,75,1,25,15
376,,90,20,"37,1","23,2","0,98",15 000,10 000,"0,46",▶,6210,,–,,"62,5",–,–,"81,7","1,1",57,–,83,1,25,14
377,,90,20,"37,1","23,2","0,98",15 000,14 000,"0,52",,6210 M,,–,,"62,5",–,–,"81,7","1,1",57,–,83,1,25,14
378,,90,20,"37,1","23,2","0,98",–,4 800,"0,46",▶,6210-2RSH,▶,6210-RSH,,–,"58,8",–,"82,2","1,1",57,58,83,1,25,14
379,50,90,20,"37,1","23,2","0,98",15 000,8 000,"0,47",▶,6210-2Z,,6210-Z,50,"62,5",–,–,"81,7","1,1",57,62,83,1,25,14
380,cont,90,20,"37,1","23,2","0,98",15 000,8 000,"0,48",,6210-2RZ,,6210-RZ,cont,"62,5",–,–,"81,7","1,1",57,62,83,1,25,14
381,,90,23,"35,1","23,2","0,98",–,4 800,"0,54",,62210-2RS1,,–,,"62,5",–,–,"81,7","1,1",57,62,83,1,25,14
382,,110,27,65,38,"1,6",13 000,8 500,"1,3",,6310 M,,–,,"68,7",–,–,"95,2",2,61,–,99,2,"0,03",13
383,,110,27,65,38,"1,6",–,4 300,"1,1",▶,6310-2RSH,▶,6310-RSH,,–,"64,7",–,"95,9",2,61,64,99,2,"0,03",13
384,,110,27,65,38,"1,6",13 000,8 500,"1,1",▶,6310,,–,,"68,7",–,–,"95,2",2,61,–,99,2,"0,03",13
385,,110,27,65,38,"1,6",13 000,6 700,"1,1",▶,6310-2Z,,6310-Z,,"68,7",–,–,"95,2",2,61,68,99,2,"0,03",13
386,,110,40,"61,8",38,"1,6",–,4 300,"1,6",,62310-2RS1,,–,,"68,7",–,–,"95,2",2,61,68,99,2,"0,03",13
387,,130,31,"87,1",52,"2,2",12 000,7 500,"1,95",,6410,,–,,"75,4",–,105,–,"2,1",64,–,116,2,35,12
388,55,72,9,"9,04","8,8",375,–,5 300,83,▶,61811-2RS1,,–,55,"60,3",–,–,"68,6","0,3",57,60,70,"0,3",15,17
389,,72,9,"9,04","8,8",375,19 000,9 500,83,▶,61811-2RZ,,–,,"60,3",–,–,"68,6","0,3",57,60,70,"0,3",15,17
390,,72,9,"9,04","8,8",375,19 000,12 000,83,▶,61811,,–,,"60,3",–,67,–,"0,3",57,–,70,"0,3",15,17
391,,80,13,"16,5",14,"0,6",–,5 000,"0,19",▶,61911-2RS1,,–,,63,–,–,"74,2",1,60,63,75,1,"0,02",16
392,,80,13,"16,5",14,"0,6",17 000,8 500,"0,19",,61911-2RZ,,–,,63,–,–,"74,2",1,60,63,75,1,"0,02",16
393,,80,13,"16,5",14,"0,6",17 000,11 000,"0,19",▶,61911,,–,,63,–,"72,3",–,1,60,–,75,1,"0,02",16
394,,90,11,"20,3",14,695,16 000,10 000,"0,26",▶,16011,,–,,67,–,"78,1",–,"0,6",59,–,86,"0,6","0,02",14
395,,90,18,"29,6","21,2","0,9",16 000,14 000,"0,44",,6011 M,,–,,"66,3",–,–,"81,5","1,1",61,–,84,1,25,15
396,,90,18,"29,6","21,2","0,9",16 000,10 000,"0,38",▶,6011,,–,,"66,3",–,–,"81,5","1,1",61,–,84,1,25,15
397,,90,18,"29,6","21,2","0,9",–,4 500,"0,4",▶,6011-2RS1,,6011-RS1,,"66,3",–,–,"81,5","1,1",61,66,84,1,25,15
398,,90,18,"29,6","21,2","0,9",16 000,8 000,"0,4",▶,6011-2Z,,6011-Z,,"66,3",–,–,"81,5","1,1",61,66,84,1,25,15
399,,100,21,"46,2",29,"1,25",14 000,9 000,"0,61",▶,6211,,–,,69,–,–,"89,4","1,5",64,–,91,"1,5",25,14
400,,100,21,"46,2",29,"1,25",14 000,13 000,"0,72",,6211 M,,–,,69,–,–,"89,4","1,5",64,–,91,"1,5",25,14
401,,100,21,"46,2",29,"1,25",–,4 300,"0,62",▶,6211-2RSH,▶,6211-RSH,,–,"65,2",–,"90,5","1,5",64,64,91,"1,5",25,14
402,,100,21,"46,2",29,"1,25",14 000,7 000,"0,64",▶,6211-2Z,,6211-Z,,69,–,–,"89,4","1,5",64,69,91,"1,5",25,14
403,,100,25,"43,6",29,"1,25",–,4 300,"0,75",,62211-2RS1,,–,,69,–,–,"89,4","1,5",64,69,91,"1,5",25,14
404,,120,29,"74,1",45,"1,9",12 000,8 000,"1,35",▶,6311,,–,,"75,3",–,–,104,2,66,–,109,2,"0,03",13
405,,120,29,"74,1",45,"1,9",12 000,11 000,"1,65",,6311 M,,–,,"75,3",–,–,104,2,66,–,109,2,"0,03",13
406,,120,29,"74,1",45,"1,9",–,3 800,"1,4",▶,6311-2RSH,▶,6311-RSH,,–,"71,1",–,105,2,66,70,109,2,"0,03",13
407,,120,29,"74,1",45,"1,9",12 000,6 300,"1,4",▶,6311-2Z,,6311-Z,,"75,3",–,–,104,2,66,75,109,2,"0,03",13
408,,120,43,"71,5",45,"1,9",–,3 800,"2,05",,62311-2RS1,,–,,"75,3",–,–,104,2,66,75,109,2,"0,03",13
409,,140,33,"99,5",62,"2,6",11 000,7 000,"2,35",,6411,,–,,"81,5",–,114,–,"2,1",69,–,126,2,35,12
410,60,78,10,"11,9","11,4","0,49",–,4 800,"0,11",▶,61812-2RS1,,–,60,"65,4",–,–,"74,5","0,3",62,65,76,"0,3",15,61
411,,78,10,"11,9","11,4","0,49",17 000,8 500,"0,11",▶,61812-2RZ,,–,,"65,4",–,–,"74,5","0,3",62,65,76,"0,3",15,
412,,78,10,"11,9","11,4","0,49",17 000,11 000,"0,11",▶,61812,,–,,"65,4",–,"72,9",–,"0,3",62,–,76,"0,3",15,
413,,85,13,"16,5",12,"0,6",–,4 500,"0,21",▶,61912-2RS1,,–,,"68,3",–,–,"78,7",1,65,68,80,1,"0,02",
414,,85,13,"16,5",12,"0,6",16 000,10 000,"0,2",▶,61912,,–,,"68,3",–,–,"78,7",1,65,–,80,1,"0,02",
415,,85,13,"16,5","14,3","0,6",16 000,8 000,"0,2",,61912-2RZ,,–,,"68,3",–,–,"78,7",1,65,68,80,1,"0,02",
416,,95,11,"20,8",15,735,15 000,9 500,"0,29",▶,16012,,–,,72,–,83,–,"0,6",64,–,91,"0,6","0,02",
417,,95,18,"30,7","23,2","0,98",15 000,9 500,"0,41",▶,6012,,–,,"71,3",–,–,"86,5","1,1",66,–,89,1,25,
418,,95,18,"30,7","23,2","0,98",–,4 300,"0,43",▶,6012-2RS1,,6012-RS1,,"71,3",–,–,"86,5","1,1",66,71,89,1,25,
419,,95,18,"30,7","23,2","0,98",15 000,7 500,"0,43",,6012-2RZ,,6012-RZ,,"71,3",–,–,"86,5","1,1",66,71,89,1,25,
420,,95,18,"30,7","23,2","0,98",15 000,7 500,"0,43",▶,6012-2Z,,6012-Z,,"71,3",–,–,"86,5","1,1",66,71,89,1,25,
421,,110,22,"55,3",36,"1,53",13 000,8 000,"0,78",▶,6212,,–,,"75,5",–,–,98,"1,5",69,–,101,"1,5",25,
422,,110,22,"55,3",36,"1,53",13 000,8 000,"0,93",,6212 M,,–,,"75,5",–,–,98,"1,5",69,–,101,"1,5",25,
423,,110,22,"55,3",36,"1,53",–,4 000,"0,79",▶,6212-2RSH,▶,6212-RSH,,–,"71,5",–,"99,5","1,5",69,71,101,"1,5",25,
424,,110,22,"55,3",36,"1,53",13 000,6 300,"0,81",▶,6212-2Z,,6212-Z,,"75,5",–,–,98,"1,5",69,75,101,"1,5",25,
425,,110,28,"52,7",36,"1,53",–,4 000,1,,62212-2RS1,,–,,"75,5",–,–,98,"1,5",69,75,101,"1,5",25,
426,,130,31,"85,2",52,"2,2",11 000,7 000,"2,1",,6312 M,,–,,"81,8",–,–,113,"2,1",72,–,118,2,"0,03",
427,,130,31,"85,2",52,"2,2",–,3 400,"1,75",▶,6312-2RSH,▶,6312-RSH,,–,"77,5",–,113,"2,1",72,77,118,2,"0,03",
428,,130,31,"85,2",52,"2,2",11 000,5 600,"1,8",▶,6312-2Z,,6312-Z,,"81,8",–,–,113,"2,1",72,81,118,2,"0,03",
429,,130,31,"85,2",52,"2,2",11 000,7 000,"1,7",▶,6312,,–,,"81,8",–,–,113,"2,1",72,–,118,2,"0,03",
430,,130,46,"81,9",52,"2,2",–,3 400,"2,55",,62312-2RS1,,–,,"81,8",–,–,113,"2,1",72,81,118,2,"0,03",
431,,150,35,108,"69,5","2,9",10 000,6 300,"2,85",,6412,,–,,"88,1",–,122,–,"2,1",74,–,136,2,35,
432,65,85,10,"12,4","12,7","0,54",–,4 500,"0,13",▶,61813-2RS1,,–,65,"71,4",–,–,"80,5","0,6",69,71,81,"0,6",15,66
433,,85,10,"12,4","12,7","0,54",16 000,8 000,"0,13",▶,61813-2RZ,,–,,"71,4",–,–,"80,5","0,6",69,71,81,"0,6",15,
434,,85,10,"12,4","12,7","0,54",16 000,10 000,"0,13",▶,61813,,–,,"71,4",–,"78,9",–,"0,6",69,–,81,"0,6",15,
435,,90,13,"17,4",16,"0,68",–,4 300,"0,22",▶,61913-2RS1,,–,,73,–,–,"84,2",1,70,73,85,1,"0,02",
436,,90,13,"17,4",16,"0,68",15 000,7 500,"0,22",,61913-2RZ,,–,,73,–,–,"84,2",1,70,73,85,1,"0,02",
437,,90,13,"17,4",16,"0,68",15 000,9 500,"0,22",▶,61913,,–,,73,–,"82,3",–,1,70,–,85,1,"0,02",
438,,100,11,"22,5","19,6","0,83",14 000,9 000,"0,3",▶,16013,,–,,"76,5",–,"88,4",–,"0,6",69,–,96,"0,6","0,02",
439,,100,18,"31,9",25,"1,06",14 000,9 000,"0,44",▶,6013,,–,,"76,3",–,–,"91,5","1,1",71,–,94,1,25,
440,,100,18,"31,9",25,"1,06",14 000,12 000,"0,44",,6013 M,,–,,"76,3",–,–,"91,5","1,1",71,–,94,1,25,
441,,100,18,"31,9",25,"1,06",–,4 000,"0,45",▶,6013-2RS1,,6013-RS1,,"76,3",–,–,"91,5","1,1",71,76,94,1,25,
442,,100,18,"31,9",25,"1,06",14 000,7 000,"0,46",▶,6013-2Z,,6013-Z,,"76,3",–,–,"91,5","1,1",71,76,94,1,25,
443,,120,23,"58,5","40,5","1,73",12 000,10 000,"1,2",,6213 M,,–,,"83,3",–,–,106,"1,5",74,–,111,"1,5",25,
444,65,120,23,"58,5","40,5","1,73",12 000,7 500,1,▶,6213,–,,65,"83,3",–,–,106,"1,5",74,–,111,"1,5",25,66
445,cont,120,23,"58,5","40,5","1,73",–,3 600,"1,05",▶,6213-2RS1,6213-RS1,,cont,"83,3",–,–,106,"1,5",74,83,111,"1,5",25,cont
446,,120,23,"58,5","40,5","1,73",12 000,6 000,"1,05",▶,6213-2Z,6213-Z,,,"83,3",–,–,106,"1,5",74,83,111,"1,5",25,
447,,120,31,"55,9","40,5","1,73",–,3 600,"1,4",,62213-2RS1,–,,,"83,3",–,–,106,"1,5",74,83,111,"1,5",25,
448,,140,33,"97,5",60,"2,5",10 000,6 700,"2,55",,6313 M,–,,,"88,3",–,–,122,"2,1",77,–,128,2,"0,03",
449,,140,33,"97,5",60,"2,5",10 000,6 700,"2,1",▶,6313,–,,,"88,3",–,–,122,"2,1",77,–,128,2,"0,03",
450,,140,33,"97,5",60,"2,5",–,3 200,"2,15",▶,6313-2RS1,6313-RS1,,,"88,3",–,–,122,"2,1",77,88,128,2,"0,03",
451,,140,33,"97,5",60,"2,5",10 000,5 300,"2,15",▶,6313-2Z,6313-Z,,,"88,3",–,–,122,"2,1",77,88,128,2,"0,03",
452,,140,48,"92,3",60,"2,5",–,3 200,3,,62313-2RS1,–,,,"88,3",–,–,122,"2,1",77,88,128,2,"0,03",
453,,160,37,119,78,"3,15",9 500,6 000,"3,35",,6413,–,,,94,–,131,–,"2,1",79,–,146,2,35,
454,70,90,10,"12,4","13,2","0,56",–,4 300,"0,14",▶,61814-2RS1,–,,70,"76,4",–,–,"85,5","0,6",74,76,86,"0,6",15,71
455,,90,10,"12,4","13,2","0,56",15 000,7 500,"0,14",▶,61814-2RZ,–,,,"76,4",–,–,"85,5","0,6",74,76,86,"0,6",15,
456,,90,10,"12,4","13,2","0,56",15 000,9 000,"0,14",▶,61814,–,,,"76,4",–,"83,9",–,"0,6",74,–,86,"0,6",15,
457,,100,16,"23,8","18,3","0,9",14 000,8 500,"0,34",▶,61914,–,,,"79,8",–,–,"92,9",1,75,–,95,1,"0,02",
458,,100,16,"23,8","21,2","0,9",–,4 000,"0,35",,61914-2RS1,–,,,"79,8",–,–,"92,9",1,75,79,95,1,"0,02",
459,,100,16,"23,8","21,2","0,9",14 000,7 000,"0,35",,61914-2RZ,–,,,"79,8",–,–,"92,9",1,75,79,95,1,"0,02",
460,,110,13,"29,1",25,"1,06",13 000,8 000,"0,44",▶,16014,–,,,"83,3",–,"96,8",–,"0,6",74,–,106,"0,6","0,02",
461,,110,20,"39,7",31,"1,32",13 000,11 000,"0,7",,6014 M,–,,,"82,8",–,–,"99,9","1,1",76,–,104,1,25,
462,,110,20,"39,7",31,"1,32",13 000,8 000,"0,61",▶,6014,–,,,"82,8",–,–,"99,9","1,1",76,–,104,1,25,
463,,110,20,"39,7",31,"1,32",–,3 600,"0,63",▶,6014-2RS1,6014-RS1,,,"82,8",–,–,"99,9","1,1",76,82,104,1,25,
464,,110,20,"39,7",31,"1,32",13 000,6 300,"0,64",▶,6014-2Z,6014-Z,,,"82,8",–,–,"99,9","1,1",76,82,104,1,25,
465,,125,24,"60,5",45,"1,9",11 000,10 000,"1,3",,6214 M,–,,,87,–,–,111,"1,5",79,–,116,"1,5",25,
466,,125,24,"63,7",45,"1,9",11 000,7 000,"1,1",▶,6214,–,,,87,–,–,111,"1,5",79,–,116,"1,5",25,
467,,125,24,"63,7",45,"1,9",–,3 400,"1,1",▶,6214-2RS1,6214-RS1,,,87,–,–,111,"1,5",79,87,116,"1,5",25,
468,,125,24,"63,7",45,"1,9",11 000,5 600,"1,15",▶,6214-2Z,6214-Z,,,87,–,–,111,"1,5",79,87,116,"1,5",25,
469,,125,31,"60,5",45,"1,9",–,3 400,"1,4",,62214-2RS1,–,,,87,–,–,111,"1,5",79,87,116,"1,5",25,
470,,150,35,111,68,"2,75",9 500,6 300,"2,55",▶,6314,–,,,"94,9",–,–,130,"2,1",82,–,138,2,"0,03",
471,,150,35,111,68,"2,75",9 500,6 300,"3,1",,6314 M,–,,,"94,9",–,–,130,"2,1",82,–,138,2,"0,03",
472,,150,35,111,68,"2,75",–,3 000,"2,6",▶,6314-2RS1,6314-RS1,,,"94,9",–,–,130,"2,1",82,94,138,2,"0,03",
473,,150,35,111,68,"2,75",9 500,5 000,"2,65",▶,6314-2Z,6314-Z,,,"94,9",–,–,130,"2,1",82,94,138,2,"0,03",
474,,150,51,104,68,"2,75",–,3 000,"3,75",,62314-2RS1,–,,,"94,9",–,–,130,"2,1",82,94,138,2,"0,03",
475,,180,42,143,104,"3,9",8 500,5 300,"4,95",,6414,–,,,103,–,146,–,3,86,–,164,"2,5",35,
