,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
476,75,95,10,"12,5","10,8",585,–,4 000,"0,15",▶,61815-2RS1,–,,75,"81,7",–,–,"90,7","1,3",79,81,91,"0,6",15,76
477,,95,10,"12,5","10,8",585,14 000,7 000,"0,15",▶,61815-2RZ,–,,,"81,7",–,–,"90,7","1,3",79,81,91,"0,6",15,
478,,95,10,"12,5","10,8",585,14 000,8 500,"0,15",▶,61815,–,,,"81,7",–,–,"90,7","1,3",79,–,91,"0,6",15,
479,,105,16,"24,2","19,3",965,13 000,8 000,"0,36",▶,61915,–,,,"84,8",–,–,"97,9","1,9",80,–,100,1,"0,02",
480,,105,16,"24,2","22,4",965,–,3 600,"0,37",,61915-2RS1,–,,,"84,7",–,–,"98,3",1,80,84,100,1,"0,02",
481,,105,16,"24,2","22,4",965,13 000,6 300,"0,37",,61915-2RZ,–,,,"84,7",–,–,"98,3",1,80,84,100,1,"0,02",
482,,115,13,"30,2",27,"1,14",12 000,7 500,"0,46",▶,16015,–,,,"88,3",–,102,–,"0,6",79,–,111,"0,6","0,02",
483,,115,20,"41,6","33,5","1,43",12 000,10 000,"0,74",,6015 M,–,,,"87,8",–,–,105,"1,1",81,–,109,1,25,
484,,115,20,"41,6","33,5","1,43",12 000,7 500,"0,65",▶,6015,–,,,"87,8",–,–,105,"1,1",81,–,109,1,25,
485,,115,20,"41,6","33,5","1,43",–,3 400,"0,67",▶,6015-2RS1,6015-RS1,,,"87,8",–,–,105,"1,1",81,87,109,1,25,
486,,115,20,"41,6","33,5","1,43",12 000,6 000,"0,67",,6015-2RZ,6015-RZ,,,"87,8",–,–,105,"1,1",81,87,109,1,25,
487,,115,20,"41,6","33,5","1,43",12 000,6 000,"0,68",▶,6015-2Z,6015-Z,,,"87,8",–,–,105,"1,1",81,87,109,1,25,
488,,130,25,"68,9",49,"2,04",10 000,9 500,"1,4",,6215 M,–,,,92,–,–,117,"1,5",84,–,121,"1,5",25,
489,,130,25,"68,9",49,"2,04",10 000,6 700,"1,2",▶,6215,–,,,92,–,–,117,"1,5",84,–,121,"1,5",25,
490,,130,25,"68,9",49,"2,04",–,3 200,"1,2",▶,6215-2RS1,6215-RS1,,,92,–,–,117,"1,5",84,92,121,"1,5",25,
491,,130,25,"68,9",49,"2,04",10 000,5 300,"1,25",▶,6215-2Z,6215-Z,,,92,–,–,117,"1,5",84,92,121,"1,5",25,
492,,160,37,119,"76,5",3,9 000,5 600,"3,05",▶,6315,–,,,101,–,–,139,"2,1",87,–,148,2,"0,03",
493,,160,37,119,"76,5",3,9 000,5 600,"3,7",,6315 M,–,,,101,–,–,139,"2,1",87,–,148,2,"0,03",
494,,160,37,119,"76,5",3,–,2 800,"3,15",▶,6315-2RS1,6315-RS1,,,101,–,–,139,"2,1",87,100,148,2,"0,03",
495,,160,37,119,"76,5",3,9 000,4 500,"3,15",▶,6315-2Z,6315-Z,,,101,–,–,139,"2,1",87,100,148,2,"0,03",
496,,190,45,153,114,"4,15",8 000,5 000,"5,8",,6415,–,,,110,–,155,–,3,91,–,174,"2,5",35,
497,80,100,10,"12,7","11,2","0,61",–,3 600,"0,16",▶,61816-2RS1,–,,80,"86,7",–,–,"95,7","1,3",84,86,96,"0,6",15,81
498,,100,10,"12,7","11,2","0,61",13 000,8 000,"0,15",▶,61816,–,,,"86,7",–,–,"95,7","1,3",84,–,96,"0,6",15,
499,,110,16,"25,1","20,4","1,02",–,3 400,"0,4",▶,61916-2RS1,–,,,"89,8",–,–,103,1,85,89,105,1,"0,02",
500,,110,16,"25,1","20,4","1,02",12 000,6 000,"0,4",▶,61916-2RZ,–,,,"89,8",–,–,103,1,85,89,105,1,"0,02",
501,,110,16,"25,1","20,4","1,02",12 000,7 500,"0,38",▶,61916,–,,,"89,8",–,–,103,1,85,–,105,1,"0,02",
502,,125,14,"35,1","31,5","1,32",11 000,7 000,"0,61",▶,16016,–,,,"95,3",–,110,–,"0,6",84,–,121,"0,6","0,02",
503,,125,22,"49,4",40,"1,66",11 000,7 000,"0,86",▶,6016,–,,,"94,4",–,–,115,"1,1",86,–,119,1,25,
504,,125,22,"49,4",40,"1,66",–,3 200,"0,88",▶,6016-2RS1,6016-RS1,,,"94,4",–,–,115,"1,1",86,94,119,1,25,
505,,125,22,"49,4",40,"1,66",11 000,5 600,"0,89",▶,6016-2Z,6016-Z,,,"94,4",–,–,115,"1,1",86,94,119,1,25,
506,,140,26,"72,8",55,"2,2",9 500,6 000,"1,45",▶,6216,–,,,101,–,–,127,2,91,–,129,2,25,
507,,140,26,"72,8",55,"2,2",9 500,8 500,"1,7",,6216 M,–,,,101,–,–,127,2,91,–,129,2,25,
508,,140,26,"72,8",55,"2,2",–,3 000,"1,5",▶,6216-2RS1,6216-RS1,,,101,–,–,127,2,91,100,129,2,25,
509,80,140,26,"72,8",55,"2,2",9 500,4 800,"1,55",▶,6216-2Z,6216-Z,,80,101,–,–,127,2,91,100,129,2,25,81
510,cont,170,39,130,"86,5","3,25",8 500,7 500,"4,4",,6316 M,–,,cont,108,–,–,147,"2,1",92,–,158,2,"0,03",cont
511,,170,39,130,"86,5","3,25",8 500,5 300,"3,65",▶,6316,–,,,108,–,–,147,"2,1",92,–,158,2,"0,03",
512,,170,39,130,"86,5","3,25",–,2 600,"3,7",▶,6316-2RS1,6316-RS1,,,108,–,–,147,"2,1",92,107,158,2,"0,03",
513,,170,39,130,"86,5","3,25",8 500,4 300,"3,75",▶,6316-2Z,6316-Z,,,108,–,–,147,"2,1",92,107,158,2,"0,03",
514,,200,48,163,125,"4,5",7 500,4 800,"6,85",,6416,–,,,116,–,163,–,3,96,–,184,"2,5",35,
515,85,110,13,"19,5","16,6","0,88",–,3 400,"0,28",▶,61817-2RS1,–,,85,"93,3",–,–,105,"1,9",90,93,105,1,15,86
516,,110,13,"19,5","16,6","0,88",12 000,6 000,"0,28",▶,61817-2RZ,–,,,"93,3",–,–,105,"1,9",90,93,105,1,15,
517,,110,13,"19,5","16,6","0,88",12 000,7 500,"0,26",▶,61817,–,,,"93,3",–,–,105,"1,9",90,–,105,1,15,
518,,120,18,"31,9",30,"1,25",11 000,7 000,"0,55",▶,61917,–,,,"96,4",–,109,–,"1,1",91,–,114,1,"0,02",
519,,130,14,"35,8","33,5","1,37",11 000,6 700,"0,64",▶,16017,–,,,100,–,115,–,"0,6",89,–,126,"0,6","0,02",
520,,130,22,52,43,"1,76",11 000,6 700,"0,9",▶,6017,–,,,"99,4",–,–,120,"1,1",92,–,123,1,25,
521,,130,22,52,43,"1,76",–,3 000,"0,93",▶,6017-2RS1,6017-RS1,,,"99,4",–,–,120,"1,1",92,99,123,1,25,
522,,130,22,52,43,"1,76",11 000,5 300,"0,94",▶,6017-2Z,6017-Z,,,"99,4",–,–,120,"1,1",92,99,123,1,25,
523,,150,28,"87,1",64,"2,5",9 000,8 000,2,,6217 M,–,,,106,–,–,135,2,96,–,139,2,25,
524,,150,28,"87,1",64,"2,5",9 000,5 600,"1,8",▶,6217,–,,,106,–,–,135,2,96,–,139,2,25,
525,,150,28,"87,1",64,"2,5",–,2 800,"1,9",▶,6217-2RS1,6217-RS1,,,106,–,–,135,2,96,105,139,2,25,
526,,150,28,"87,1",64,"2,5",9 000,4 500,"1,9",▶,6217-2Z,6217-Z,,,106,–,–,135,2,96,105,139,2,25,
527,,180,41,140,"96,5","3,55",8 000,5 000,"4,25",▶,6317,–,,,114,–,–,156,3,99,–,166,"2,5","0,03",
528,,180,41,140,"96,5","3,55",8 000,7 500,"5,2",,6317 M,–,,,114,–,–,156,3,99,–,166,"2,5","0,03",
529,,180,41,140,"96,5","3,55",–,2 400,"4,35",▶,6317-2RS1,6317-RS1,,,114,–,–,156,3,99,114,166,"2,5","0,03",
530,,180,41,140,"96,5","3,55",8 000,4 000,"4,4",▶,6317-2Z,6317-Z,,,114,–,–,156,3,99,114,166,"2,5","0,03",
531,,210,52,174,137,"4,75",7 000,4 500,"8,05",,6417,–,,,123,–,172,–,4,105,–,190,3,35,
532,90,115,13,"19,5",17,915,–,3 200,"0,29",▶,61818-2RS1,–,,90,"98,3",–,–,110,1,95,98,110,1,15,91
533,,115,13,"19,5",17,915,11 000,5 600,"0,29",▶,61818-2RZ,–,,,"98,3",–,–,110,1,95,98,110,1,15,
534,,115,13,"19,5",17,915,11 000,7 000,"0,28",▶,61818,–,,,"98,3",–,–,110,1,95,–,110,1,15,
535,,125,18,"33,2","31,5","1,29",11 000,6 700,"0,59",▶,61918,–,,,101,–,114,–,"1,1",96,–,119,1,"0,02",
536,,140,16,"43,6",39,"1,56",10 000,6 300,"0,85",▶,16018,–,,,106,–,124,–,1,95,–,135,1,"0,02",
537,,140,24,"60,5",50,"1,96",10 000,8 500,"1,35",,6018 M,–,,,105,–,–,129,"1,5",97,–,133,"1,5",25,
538,,140,24,"60,5",50,"1,96",10 000,6 300,"1,15",▶,6018,–,,,105,–,–,129,"1,5",97,–,133,"1,5",25,
539,,140,24,"60,5",50,"1,96",–,2 800,"1,2",▶,6018-2RS1,6018-RS1,,,105,–,–,129,"1,5",97,105,133,"1,5",25,
540,,140,24,"60,5",50,"1,96",10 000,5 000,"1,2",▶,6018-2Z,6018-Z,,,105,–,–,129,"1,5",97,105,133,"1,5",25,
541,,160,30,101,"73,5","2,8",8 500,5 300,"2,2",▶,6218,–,,,112,–,–,143,2,101,–,149,2,25,
542,,160,30,101,"73,5","2,8",8 500,5 300,"2,65",,6218 M,–,,,112,–,–,143,2,101,–,149,2,25,
543,,160,30,101,"73,5","2,8",–,2 600,"2,3",▶,6218-2RS1,6218-RS1,,,112,–,–,143,2,101,112,149,2,25,
544,90,160,30,101,"73,5","2,8",8 500,4 300,"2,3",▶,6218-2Z,6218-Z,,90,112,–,–,143,2,101,112,149,2,25,91
545,cont,190,43,151,108,"3,8",7 500,7 000,"6,1",,6318 M,–,,cont,121,–,–,164,3,104,–,176,"2,5","0,03",cont
546,,190,43,151,108,"3,8",7 500,4 800,"4,95",▶,6318,–,,,121,–,–,164,3,104,–,176,"2,5","0,03",
547,,190,43,151,108,"3,8",–,2 400,"5,1",▶,6318-2RS1,6318-RS1,,,121,–,–,164,3,104,120,176,"2,5","0,03",
548,,190,43,151,108,"3,8",7 500,3 800,"5,15",▶,6318-2Z,6318-Z,,,121,–,–,164,3,104,120,176,"2,5","0,03",
549,,225,54,186,150,5,6 700,4 300,"9,8",,6418,–,,,132,–,181,–,4,110,–,205,3,35,
550,95,120,13,"19,9","17,6","0,93",–,3 000,"0,31",▶,61819-2RS1,–,,95,103,–,–,115,1,100,102,115,1,15,96
551,,120,13,"19,9","17,6","0,93",11 000,6 700,"0,29",▶,61819,–,,,103,–,–,115,1,100,–,115,1,15,
552,,130,18,"33,8","33,5","1,34",–,3 000,"0,65",,61919-2RS1,–,,,106,–,–,122,"1,1",101,105,124,1,"0,02",
553,,130,18,"33,8","33,5","1,34",10 000,6 300,"0,61",,61919,–,,,106,–,119,–,"1,1",101,–,124,1,"0,02",
554,,145,16,"44,9","41,5","1,63",9 500,6 000,"0,89",▶,16019,–,,,111,–,129,–,1,100,–,140,1,"0,02",
555,,145,24,"63,7",54,"2,08",9 500,6 000,"1,2",▶,6019,–,,,111,–,–,134,"1,5",102,–,138,"1,5",25,
556,,145,24,"63,7",54,"2,08",–,2 800,"1,25",▶,6019-2RS1,–,,,111,–,–,134,"1,5",102,111,138,"1,5",25,
557,,145,24,"63,7",54,"2,08",9 500,4 800,"1,25",▶,6019-2Z,6019-Z,,,111,–,–,134,"1,5",102,111,138,"1,5",25,
558,,170,32,114,"81,5",3,8 000,5 000,"2,65",▶,6219,–,,,118,–,–,152,"2,1",107,–,158,2,25,
559,,170,32,114,"81,5",3,8 000,5 000,"3,2",,6219 M,–,,,118,–,–,152,"2,1",107,–,158,2,25,
560,,170,32,114,"81,5",3,–,2 400,"2,7",▶,6219-2RS1,6219-RS1,,,118,–,–,152,"2,1",107,118,158,2,25,
561,,170,32,114,"81,5",3,8 000,4 000,"2,7",▶,6219-2Z,6219-Z,,,118,–,–,152,"2,1",107,118,158,2,25,
562,,200,45,159,118,"4,15",7 000,4 500,"5,75",▶,6319,–,,,127,–,–,172,3,109,–,186,"2,5","0,03",
563,,200,45,159,118,"4,15",7 000,6 300,"7,05",,6319 M,–,,,127,–,–,172,3,109,–,186,"2,5","0,03",
564,,200,45,159,118,"4,15",–,2 200,"5,85",▶,6319-2RS1,6319-RS1,,,127,–,–,172,3,109,127,186,"2,5","0,03",
565,,200,45,159,118,"4,15",7 000,3 600,"5,85",▶,6319-2Z,6319-Z,,,127,–,–,172,3,109,127,186,"2,5","0,03",
566,100,125,13,"17,8","18,3","0,95",–,3 000,"0,32",▶,61820-2RS1,–,,100,108,–,–,120,1,105,107,120,1,15,101
567,,125,13,"17,8","18,3","0,95",10 000,5 300,"0,32",▶,61820-2RZ,–,,,108,–,–,120,1,105,107,120,1,15,
568,,125,13,"17,8","18,3","0,95",10 000,6 300,"0,3",▶,61820,–,,,108,–,–,120,1,105,–,120,1,15,
569,,140,20,"42,3","41,5","1,63",9 500,6 000,"0,83",,61920,–,,,112,–,128,–,"1,1",106,–,134,1,"0,02",
570,,150,16,"46,2",44,"1,7",9 500,5 600,"0,94",▶,16020,–,,,116,–,134,–,1,105,–,145,1,"0,02",
571,,150,24,"63,7",54,"2,04",9 500,7 500,"1,45",,6020 M,–,,,115,–,–,139,"1,5",107,–,143,"1,5",25,
572,,150,24,"63,7",54,"2,04",9 500,5 600,"1,25",▶,6020,–,,,115,–,–,139,"1,5",107,–,143,"1,5",25,
573,,150,24,"63,7",54,"2,04",–,2 600,"1,3",▶,6020-2RS1,6020-RS1,,,115,–,–,139,"1,5",107,115,143,"1,5",25,
574,,150,24,"63,7",54,"2,04",9 500,4 500,"1,3",▶,6020-2Z,6020-Z,,,115,–,–,139,"1,5",107,115,143,"1,5",25,
575,,180,34,127,93,"3,35",7 500,4 800,"3,2",▶,6220,–,,,124,–,–,160,"2,1",112,–,168,2,25,
576,,180,34,127,93,"3,35",7 500,7 000,"3,8",,6220 M,–,,,124,–,–,160,"2,1",112,–,168,2,25,
577,,180,34,127,93,"3,35",–,2 400,"3,3",▶,6220-2RS1,6220-RS1,,,124,–,–,160,"2,1",112,124,168,2,25,
578,100,180,34,127,93,"3,35",7 500,3 800,"3,3",▶,6220-2Z,6220-Z,,100,124,–,–,160,"2,1",112,124,168,2,25,101
579,cont,215,47,174,140,"4,75",6 700,4 300,"7,1",▶,6320,–,,cont,135,–,–,184,3,114,–,201,"2,5","0,03",cont
580,,215,47,174,140,"4,75",6 700,6 000,"8,7",,6320 M,–,,,135,–,–,184,3,114,–,201,"2,5","0,03",
581,,215,47,174,140,"4,75",–,2 000,"7,2",▶,6320-2RS1,6320-RS1,,,135,–,–,184,3,114,135,201,"2,5","0,03",
582,,215,47,174,140,"4,75",6 700,3 400,"7,3",▶,6320-2Z,6320-Z,,,135,–,–,184,3,114,135,201,"2,5","0,03",
583,105,130,13,"20,8","19,6",1,–,2 800,"0,33",▶,61821-2RS1,–,,105,112,–,–,125,1,110,112,125,1,15,106
584,,130,13,"20,8","19,6",1,10 000,5 000,"0,33",▶,61821-2RZ,–,,,112,–,–,125,1,110,112,125,1,15,
585,,130,13,"20,8","19,6",1,10 000,6 300,"0,31",▶,61821,–,,,112,–,–,125,1,110,–,125,1,15,
586,,145,20,"44,2",44,"1,7",9 500,5 600,"0,87",,61921,–,,,117,–,133,–,"1,1",111,–,139,1,"0,02",
587,,160,18,54,51,"1,86",8 500,5 300,"1,2",▶,16021,–,,,123,–,142,–,1,110,–,155,1,"0,02",
588,,160,26,"76,1","65,5","2,4",8 500,5 300,"1,6",▶,6021,–,,,122,–,–,147,2,116,–,149,2,25,
589,,160,26,"76,1","65,5","2,4",8 500,7 500,"1,85",,6021 M,–,,,122,–,–,147,2,116,–,149,2,25,
590,,160,26,"76,1","65,5","2,4",–,2 400,"1,65",▶,6021-2RS1,6021-RS1,,,122,–,–,147,2,116,122,149,2,25,
591,,160,26,"76,1","65,5","2,4",8 500,4 300,"1,65",▶,6021-2Z,6021-Z,,,122,–,–,147,2,116,122,149,2,25,
592,,190,36,140,104,"3,65",7 000,4 500,"3,8",▶,6221,–,,,131,–,–,167,"2,1",117,–,178,2,25,
593,,190,36,140,104,"3,65",7 000,3 600,"3,9",▶,6221-2Z,6221-Z,,,131,–,–,167,"2,1",117,131,178,2,25,
594,,225,49,182,153,"5,1",6 300,3 200,"8,25",,6321-2Z,6321-Z,,,141,–,–,194,3,119,140,211,"2,5","0,03",
595,,225,49,182,153,"5,1",6 300,4 000,"8,2",▶,6321,–,,,141,–,188,–,3,119,–,211,"2,5","0,03",
596,110,140,16,"28,1",26,"1,25",–,2 600,"0,6",▶,61822-2RS1,–,,110,118,–,–,135,1,115,118,135,1,15,111
597,,140,16,"28,1",26,"1,25",9 500,4 500,"0,6",▶,61822-2RZ,–,,,118,–,–,135,1,115,118,135,1,15,
598,,140,16,"28,1",26,"1,25",9 500,5 600,"0,47",▶,61822,–,,,118,–,–,135,1,115,–,135,1,15,
599,,150,20,"43,6",45,"1,66",9 000,5 600,"0,9",▶,61922,–,,,122,–,138,–,"1,1",116,–,144,1,"0,02",
600,,150,20,"43,6",45,"1,66",9 000,7 500,"1,05",▶,61922 MA,–,,,122,–,–,"81,5","1,1",116,–,144,1,"0,02",
601,,170,19,"60,5",57,"2,04",8 000,5 000,"1,45",▶,16022,–,,,130,–,150,–,1,115,–,165,1,"0,02",
602,,170,28,"85,2","73,5","2,6",8 000,5 000,"1,95",▶,6022,–,,,129,–,–,156,2,119,–,161,2,25,
603,,170,28,"85,2","73,5","2,6",8 000,7 000,"2,3",,6022 M,–,,,129,–,–,156,2,119,–,161,2,25,
604,,170,28,"85,2","73,5","2,6",–,2 400,2,▶,6022-2RS1,6022-RS1,,,129,–,–,156,2,119,128,161,2,25,
605,,170,28,"85,2","73,5","2,6",8 000,4 000,"2,05",▶,6022-2Z,6022-Z,,,129,–,–,156,2,119,128,161,2,25,
606,,200,38,151,118,4,6 700,4 300,"4,45",▶,6222,–,,,138,–,–,177,"2,1",122,–,188,2,25,
607,,200,38,151,118,4,–,2 000,"4,6",▶,6222-2RS1,6222-RS1,,,138,–,–,177,"2,1",122,137,188,2,25,
608,,200,38,151,118,4,6 700,3 400,"4,6",▶,6222-2Z,6222-Z,,,138,–,–,177,"2,1",122,137,188,2,25,
609,,240,50,203,180,"5,7",6 000,3 800,"9,65",▶,6322,–,,,149,–,200,–,3,124,–,226,"2,5","0,03",
610,,240,50,203,180,"5,7",6 000,5 300,"11,5",▶,6322 M,–,,,149,–,200,–,3,124,–,226,"2,5","0,03",
611,120,150,16,"29,1",28,"1,29",–,2 400,"0,65",▶,61824-2RS1,–,,120,128,–,–,145,1,125,128,145,1,15,121
612,,150,16,"29,1",28,"1,29",8 500,4 300,"0,65",▶,61824-2RZ,–,,,128,–,–,145,1,125,128,145,1,15,
613,,150,16,"29,1",28,"1,29",8 500,5 300,"0,51",▶,61824,–,,,128,–,–,145,1,125,–,145,1,15,
614,,165,22,"55,3",57,"2,04",8 000,5 000,"1,2",,61924,–,,,134,–,151,–,"1,1",126,–,159,1,"0,02",
615,,165,22,"55,3",57,"2,04",8 000,6 700,"1,4",,61924 MA,–,,,134,–,152,–,"1,1",126,–,159,1,"0,02",
616,,180,19,"63,7",64,"2,2",7 500,4 800,"1,55",▶,16024,–,,,139,–,161,–,1,125,–,175,1,"0,02",
617,,180,28,"88,4",80,"2,75",7 500,6 300,"2,45",,6024 MA,–,,,139,–,–,166,2,129,–,171,2,25,
618,,180,28,"88,4",80,"2,75",7 500,4 800,"2,1",▶,6024,–,,,139,–,–,166,2,129,–,171,2,25,
619,,180,28,"88,4",80,"2,75",–,2 200,"2,15",▶,6024-2RS1,6024-RS1,,,139,–,–,166,2,129,139,171,2,25,
620,,180,28,"88,4",80,"2,75",7 500,3 800,"2,2",▶,6024-2Z,6024-Z,,,139,–,–,166,2,129,139,171,2,25,
621,,215,40,146,118,"3,9",6 300,4 000,"5,25",▶,6224,–,,,150,–,185,–,"2,1",132,–,203,2,25,
622,,215,40,146,118,"3,9",6 300,5 600,"6,1",▶,6224 M,–,,,150,–,185,–,"2,1",132,–,203,2,25,
623,,215,40,146,118,"3,9",–,1 900,"5,35",▶,6224-2RS1,6224-RS1,,,150,–,–,190,"2,1",132,150,203,2,25,
624,,215,40,146,118,"3,9",6 300,3 200,"5,35",,6224-2Z,6224-Z,,,150,–,–,190,"2,1",132,150,203,2,25,
625,,260,55,208,186,"5,7",5 600,3 400,"12,5",▶,6324,–,,,164,–,215,–,3,134,–,246,"2,5","0,03",
626,,260,55,208,186,"5,7",5 600,5 000,14,▶,6324 M,–,,,164,–,215,–,3,134,–,246,"2,5","0,03",
627,,260,55,208,186,"5,7",–,1 700,"12,5",▶,6324-2RS1,6324-RS1,,,164,–,–,221,3,134,164,246,"2,5","0,03",
628,,260,55,208,186,"5,7",5 600,2 800,"12,5",,6324-2Z,6324-Z,,,164,–,–,221,3,134,164,246,"2,5","0,03",
629,130,165,18,"37,7",43,"1,6",–,2 200,"0,93",▶,61826-2RS1,–,,130,140,–,–,158,"1,1",136,139,159,1,15,131
630,,165,18,"37,7",43,"1,6",8 000,3 800,"0,93",▶,61826-2RZ,–,,,140,–,–,158,"1,1",136,139,159,1,15,
631,,165,18,"37,7",43,"1,6",8 000,4 800,"0,75",▶,61826,–,,,140,–,–,158,"1,1",136,–,159,1,15,
632,,180,24,65,67,"2,28",7 500,4 500,"1,6",▶,61926,–,,,145,–,164,–,"1,5",137,–,173,"1,5","0,02",
633,,200,22,"83,2","81,5","2,7",7 000,4 300,"2,35",▶,16026,–,,,153,–,176,–,"1,1",136,–,192,1,"0,02",
634,,200,33,112,100,"3,35",7 000,5 600,"3,75",,6026 M,–,,,152,–,–,182,2,139,–,191,2,25,
635,,200,33,112,100,"3,35",7 000,4 300,"3,3",▶,6026,–,,,152,–,–,182,2,139,–,191,2,25,
636,,200,33,112,100,"3,35",–,2 000,"3,3",▶,6026-2RS1,6026-RS1,,,152,–,–,182,2,139,152,191,2,25,
637,,200,33,112,100,"3,35",7 000,3 400,"3,35",▶,6026-2Z,6026-Z,,,152,–,–,182,2,139,152,191,2,25,
638,,230,40,156,132,"4,15",5 600,5 300,"6,95",,6226 M,–,,,160,–,198,–,3,144,–,216,"2,5",25,
639,,230,40,156,132,"4,15",5 600,3 600,"5,85",▶,6226,–,,,160,–,198,–,3,144,–,216,"2,5",25,
640,,230,40,156,132,"4,15",–,1 800,6,▶,6226-2RS1,6226-RS1,,,160,–,–,203,3,144,160,216,"2,5",25,
641,,230,40,156,132,"4,15",5 600,3 000,6,▶,6226-2Z,6226-Z,,,160,–,–,203,3,144,160,216,"2,5",25,
642,,280,58,229,216,"6,3",5 000,3 200,15,▶,6326,–,,,177,–,232,–,4,147,–,263,3,"0,03",
643,,280,58,229,216,"6,3",5 000,4 500,"17,5",▶,6326 M,–,,,177,–,232,–,4,147,–,263,3,"0,03",
644,140,175,18,39,"46,5","1,66",–,2 000,"0,99",,61828-2RS1,–,,140,150,–,–,167,"1,1",146,150,169,1,15,141
645,,175,18,39,"46,5","1,66",7 500,3 600,"0,99",▶,61828-2RZ,–,,,150,–,–,167,"1,1",146,150,169,1,15,
646,,175,18,39,"46,5","1,66",7 500,4 500,"0,82",▶,61828,–,,,150,–,–,167,"2,5",146,–,169,1,15,
647,,190,24,"66,3",72,"2,36",7 000,4 300,"1,7",,61928,–,,,156,–,174,–,"1,5",147,–,183,"1,5","0,02",
648,,190,24,"66,3",72,"2,36",7 000,5 600,2,▶,61928 MA,–,,,156,–,175,–,"1,5",147,–,183,"1,5","0,02",
649,,210,22,"80,6","86,5","2,8",6 700,4 000,"2,55",▶,16028,–,,,163,–,186,–,"1,1",146,–,204,1,"0,02",
650,,210,33,111,108,"3,45",6 700,5 300,4,▶,6028 M,–,,,162,–,–,192,2,149,–,201,2,25,
651,,210,33,111,108,"3,45",6 700,4 000,"3,45",▶,6028,–,,,162,–,–,192,2,149,–,201,2,25,
652,,210,33,111,108,"3,45",–,1 800,"3,55",▶,6028-2RS1,6028-RS1,,,162,–,–,192,2,149,162,201,2,25,
